harpnumber,SHARP_FILE,BITMAP,goes_class
3366,hmi.sharp_cea_720s.3366.20131112_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131112_090000_TAI.bitmap.fits,M2.4
3366,hmi.sharp_cea_720s.3366.20131112_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131112_100000_TAI.bitmap.fits,M2.4
3366,hmi.sharp_cea_720s.3366.20131112_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131112_110000_TAI.bitmap.fits,M2.4
3366,hmi.sharp_cea_720s.3366.20131113_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_150000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_160000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_170000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_180000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_190000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_200000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_210000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_220000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131113_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131113_230000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_000000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_010000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_020000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_030000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_040000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_050000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_060000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_070000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_080000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_090000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_100000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_110000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_120000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_130000_TAI.bitmap.fits,M1.4
3366,hmi.sharp_cea_720s.3366.20131114_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3366.20131114_140000_TAI.bitmap.fits,M1.4
3376,hmi.sharp_cea_720s.3376.20131115_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_030000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_040000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_050000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_060000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_070000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_080000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_090000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_100000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_110000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_120000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_130000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_140000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_150000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_160000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_170000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_180000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_190000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_200000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_210000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_220000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131115_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131115_230000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131116_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131116_000000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131116_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131116_010000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131116_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131116_020000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131123_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_030000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_040000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_050000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_060000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_070000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_080000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_090000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_100000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_110000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_120000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_130000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_140000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_150000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_160000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_170000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_180000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_190000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_200000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_210000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_220000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131123_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131123_230000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131124_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_000000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131124_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_010000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131124_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_020000_TAI.bitmap.fits,M1.1
3376,hmi.sharp_cea_720s.3376.20131124_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_030000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_040000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_050000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_060000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_070000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_080000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_090000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_100000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_110000_TAI.bitmap.fits,M1.0
3376,hmi.sharp_cea_720s.3376.20131124_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3376.20131124_120000_TAI.bitmap.fits,M1.0
3437,hmi.sharp_cea_720s.3437.20131207_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_080000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_090000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_100000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_110000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_120000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_130000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_140000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_150000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_160000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_170000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_180000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_190000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_200000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_210000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_220000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131207_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131207_230000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_000000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_010000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_020000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_030000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_040000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_050000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_060000_TAI.bitmap.fits,M1.2
3437,hmi.sharp_cea_720s.3437.20131208_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3437.20131208_070000_TAI.bitmap.fits,M1.2
3497,hmi.sharp_cea_720s.3497.20131222_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_090000_TAI.bitmap.fits,M1.9
3497,hmi.sharp_cea_720s.3497.20131222_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_100000_TAI.bitmap.fits,M1.9
3497,hmi.sharp_cea_720s.3497.20131222_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_110000_TAI.bitmap.fits,M1.9
3497,hmi.sharp_cea_720s.3497.20131222_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_120000_TAI.bitmap.fits,M1.9
3497,hmi.sharp_cea_720s.3497.20131222_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_130000_TAI.bitmap.fits,M1.9
3497,hmi.sharp_cea_720s.3497.20131222_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_140000_TAI.bitmap.fits,M1.9
3497,hmi.sharp_cea_720s.3497.20131222_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_150000_TAI.bitmap.fits,M1.9
3497,hmi.sharp_cea_720s.3497.20131222_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_160000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131222_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_170000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131222_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_180000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131222_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_190000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131222_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_200000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131222_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_210000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131222_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_220000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131222_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131222_230000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_000000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_010000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_020000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_030000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_040000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_050000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_060000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_070000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_080000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_090000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_100000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_110000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_120000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_130000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_140000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_150000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_150000_TAI.bitmap.fits,M3.3
3497,hmi.sharp_cea_720s.3497.20131223_160000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_160000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131223_170000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_170000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131223_180000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_180000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131223_190000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_190000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131223_200000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_200000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131223_210000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_210000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131223_220000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_220000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131223_230000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131223_230000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_000000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_010000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_020000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_030000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_040000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_050000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_060000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_070000_TAI.bitmap.fits,M1.6
3497,hmi.sharp_cea_720s.3497.20131224_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3497.20131224_080000_TAI.bitmap.fits,M1.6
3520,hmi.sharp_cea_720s.3520.20131220_000000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_000000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_010000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_010000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_020000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_020000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_030000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_030000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_040000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_040000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_050000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_050000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_060000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_060000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_070000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_070000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_080000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_080000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_090000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_090000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_100000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_100000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_110000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_110000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_120000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_120000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_130000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_130000_TAI.bitmap.fits,M3.5
3520,hmi.sharp_cea_720s.3520.20131220_140000_TAI.magnetogram.fits,hmi.sharp_cea_720s.3520.20131220_140000_TAI.bitmap.fits,M3.5
